"Defunciones mensuales de la C.A. de Euskadi por grandes grupos CIE-10, mes, tramo edad cumplida, sexo y periodo"

"grandes grupos CIE-10","mes","tramo edad cumplida","sexo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Junio",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Julio",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Agosto",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Septiembre",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Octubre",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Noviembre",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VII. Enfermedades del ojo y sus anexos (H00 - H59)","Diciembre",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Enero",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIII. Enfermedades del oído y de la apófisis mastoides (H60 - H95)","Febrero",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
